id,产品名称,规格,单位,品牌,品牌简写,品牌代码,分类,分类代码,分类简称,分类slug,产品编码,图片,描述,价格
917bb354efbf,约翰丹尼覆盆子凝乳蛋糕（8寸10切）,1*9盒*1000g,盒,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005317,,规格: 1*9盒*1000g / 单位: 盒,
f50992b024c3,约翰丹尼橙香凝乳蛋糕,1*9*1kg,盒,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005318,,规格: 1*9*1kg / 单位: 盒,
50180930691d,约翰丹尼黑芝麻牛乳大孔慕斯蛋糕,1*9*800g,盒,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005319,,规格: 1*9*800g / 单位: 盒,
8fde1b1b4aa0,约翰丹尼橙香巧克力大孔慕斯蛋糕,1*9*780g,盒,约翰丹尼,约翰丹尼,005,巧克力/可可,004,巧克力,chocolate-cocoa,004005241,,规格: 1*9*780g / 单位: 盒,
ac2471015f41,约翰丹尼栗子伯爵红茶凝乳蛋糕,1*9*1kg,盒,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005320,,规格: 1*9*1kg / 单位: 盒,
21d74d21f436,约翰丹尼芋泥芝士巴斯克蛋糕,1*60*120g,盒,约翰丹尼,约翰丹尼,005,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009005321,,规格: 1*60*120g / 单位: 盒,
2a34f5c0be46,约翰丹尼榴莲芝士巴斯克蛋糕,1*60*120g,盒,约翰丹尼,约翰丹尼,005,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009005322,,规格: 1*60*120g / 单位: 盒,
849dcc13647e,约翰丹尼咸奶油红丝绒慕斯蛋糕（1*6组*36盒）,1*6*0.99kg,组,约翰丹尼,约翰丹尼,005,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002005205,,规格: 1*6*0.99kg / 单位: 组,
4120a566b7f5,约翰丹尼提拉米苏慕斯蛋糕（1*6组*36盒）,1*6*1.08kg,组,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005323,,规格: 1*6*1.08kg / 单位: 组,
0577aa91f955,约翰丹尼牛油果慕斯蛋糕（1*6组*36盒）,1*6*1.08kg,组,约翰丹尼,约翰丹尼,005,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007005324,,规格: 1*6*1.08kg / 单位: 组,
c824539f41ba,约翰丹尼皇家丝滑巧克力慕斯蛋糕（1*6组*36盒）,1*6*1.02kg,组,约翰丹尼,约翰丹尼,005,巧克力/可可,004,巧克力,chocolate-cocoa,004005242,,规格: 1*6*1.02kg / 单位: 组,
5640ac7d43c2,高贝葡式蛋挞皮207（6.3kg）,1*6*50个,箱,高贝,高贝,119,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007119062,,规格: 1*6*50个 / 单位: 箱,
aca04c82278a,高贝台式软酥老婆饼8.4kg,14托*15个*40g,箱,高贝,高贝,119,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,006119063,,规格: 14托*15个*40g / 单位: 箱,
839a7f374f2f,高贝42g速冻花边挞（5.04kg）,1*6袋*20个,箱,高贝,高贝,119,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007119064,,规格: 1*6袋*20个 / 单位: 箱,
473287409b74,奥昆50g速冻甜甜圈（90个/4.5kg）,1*6袋*15个,箱,奥昆,奥昆,114,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007114065,,规格: 1*6袋*15个 / 单位: 箱,
deb19864ab5e,奥昆草莓果馅甜甜圈（90个/4.5kg）,1*6袋*15个,箱,奥昆,奥昆,114,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005114285,,规格: 1*6袋*15个 / 单位: 箱,
c150cc96a60b,奥昆蓝莓果馅甜甜圈（90个/4.5kg）,1*6袋*15个,箱,奥昆,奥昆,114,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005114286,,规格: 1*6袋*15个 / 单位: 箱,
717d90823c96,850g黑甜樱桃罐头（兴雅）,1*24*850g,听,烟台兴雅,烟台兴雅,122,酵母,014,酵母,yeast,014122066,,规格: 1*24*850g / 单位: 听,
bdabfef314a4,822G黄桃罐头(兴雅),1*24*822g,听,烟台兴雅,烟台兴雅,122,酵母,014,酵母,yeast,014122067,,规格: 1*24*822g / 单位: 听,
7d8f28c7137f,850G红鲜樱桃罐头(兴雅),1*24*850g,听,烟台兴雅,烟台兴雅,122,酵母,014,酵母,yeast,014122068,,规格: 1*24*850g / 单位: 听,
97c3e84f345b,850G草莓罐头L(兴雅),1*12*850G,听,烟台兴雅,烟台兴雅,122,酵母,014,酵母,yeast,014122069,,规格: 1*12*850G / 单位: 听,
37203a2dce73,金宝丽黄桃罐头（6-8）,1*24*820g,听,金宝丽,金宝丽,134,酵母,014,酵母,yeast,014134070,,规格: 1*24*820g / 单位: 听,
942a0d18e7e5,复配糕点乳化剂（sp）(早苗）,1*4*5kg,桶,上海早苗,上海早苗,101,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008101071,,规格: 1*4*5kg / 单位: 桶,
0fcc0a6035c6,复配膨松剂（泡打粉）（早苗）,1*6*2700g,桶,上海早苗,上海早苗,101,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008101353,,规格: 1*6*2700g / 单位: 桶,
166bd7e93754,复配酸度调节剂（塔塔粉）（早苗）,1*12*1350g,桶,上海早苗,上海早苗,101,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008101072,,规格: 1*12*1350g / 单位: 桶,
37ad762be91f,牛奶粉末香精（白脱）（早苗）,1*12*1000g,罐,上海早苗,上海早苗,101,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002101073,,规格: 1*12*1000g / 单位: 罐,
54fad8bd5d7f,高脂可可粉(早苗),1*10*1kg,袋,上海早苗,上海早苗,101,奶油/淡稀奶油,003,奶油,whipping-cream,003101243,,规格: 1*10*1kg / 单位: 袋,
3b409a989f86,丘比烘焙专用沙拉酱（甜味）,1*10*1kg,箱,丘比,丘比,103,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001103350,,规格: 1*10*1kg / 单位: 箱,
d70a0e00d64c,丘比沙拉酱甜口味（22）,1*10*1kg,箱,丘比,丘比,103,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001103351,,规格: 1*10*1kg / 单位: 箱,
922a64c883a0,丘比鸡蛋风味酱（金黄型）,1*10kg,箱,丘比,丘比,103,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001103074,,规格: 1*10kg / 单位: 箱,
f4fca2353961,丘比土豆沙拉风味酱,1*10kg,箱,丘比,丘比,103,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001103075,,规格: 1*10kg / 单位: 箱,
abced8f57695,代可可脂巧克力豆C10(15KG)(早苗),1*15*1kg,袋,丘比,丘比,103,巧克力/可可,004,巧克力,chocolate-cocoa,004103244,,规格: 1*15*1kg / 单位: 袋,
d54e69f766da,蓝黛高脂可可粉,1*10*1kg,袋,蓝黛,蓝黛,129,奶油/淡稀奶油,003,奶油,whipping-cream,003129245,,规格: 1*10*1kg / 单位: 袋,
e8af73282e82,德馨高脂可可粉,10*1kg,袋,德馨,德馨,116,奶油/淡稀奶油,003,奶油,whipping-cream,003116246,,规格: 10*1kg / 单位: 袋,
36b896e471a1,焙乐道红丝绒蛋糕预拌粉,1*2*5kg,盒,焙乐道,焙乐道,007,奶油/淡稀奶油,003,奶油,whipping-cream,003007325,,规格: 1*2*5kg / 单位: 盒,
cb203278e7de,焙乐道贝可拉黑巧克力块,1*4*2.5kg,块,焙乐道,焙乐道,007,巧克力/可可,004,巧克力,chocolate-cocoa,004007247,,规格: 1*4*2.5kg / 单位: 块,
d5161bce0e55,焙乐道CPT,1*6*1.7kg,桶,焙乐道,焙乐道,007,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,099007076,,规格: 1*6*1.7kg / 单位: 桶,
68bbdd3d335c,使必达双效泡打粉（焙乐道）,1*8*1400g,桶,焙乐道,焙乐道,007,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008007354,,规格: 1*8*1400g / 单位: 桶,
aafb4d415eae,复配酸度调节剂使必达塔塔粉(焙乐道),1*8*1kg,桶,焙乐道,焙乐道,007,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008007077,,规格: 1*8*1kg / 单位: 桶,
3a8c720efabe,复配酶制剂S500综合面包改良剂(焙乐道),1*20*1kg,包,焙乐道,焙乐道,007,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008007355,,规格: 1*20*1kg / 单位: 包,
7b7965569329,焙乐道快味可即溶吉士粉（2）,1*2*5kg,袋,焙乐道,焙乐道,007,奶油/淡稀奶油,003,奶油,whipping-cream,003007078,,规格: 1*2*5kg / 单位: 袋,
f92422955a58,焙乐道麻薯预拌粉,2*5kg,袋,焙乐道,焙乐道,007,奶油/淡稀奶油,003,奶油,whipping-cream,003007079,,规格: 2*5kg / 单位: 袋,
904fdd7f0a25,淑女牌水晶光亮膏(蓝莓味)（焙乐道）,1*4*3kg,桶,焙乐道,焙乐道,007,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,099007080,,规格: 1*4*3kg / 单位: 桶,
0a476eb06652,淑女牌水晶光亮膏(香橙味)（焙乐道）,1*4*3kg,桶,焙乐道,焙乐道,007,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,099007081,,规格: 1*4*3kg / 单位: 桶,
8c7298dfcaec,淑女牌水晶光亮膏(巧克力味)（焙乐道）,1*4*3kg,桶,焙乐道,焙乐道,007,巧克力/可可,004,巧克力,chocolate-cocoa,004007248,,规格: 1*4*3kg / 单位: 桶,
2fb68a500982,淑女牌水晶光亮膏（中性）（焙乐道）,1*4*3kg,桶,焙乐道,焙乐道,007,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,099007082,,规格: 1*4*3kg / 单位: 桶,
9cd48e75e8c1,淑女牌水晶光亮膏(草莓味)（焙乐道）,1*4*3kg,桶,焙乐道,焙乐道,007,酵母,014,酵母,yeast,014007083,,规格: 1*4*3kg / 单位: 桶,
699b12a88d75,淑女牌耐热果占（香橙）（焙乐道）,1*4*5kg,桶,焙乐道,焙乐道,007,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,099007084,,规格: 1*4*5kg / 单位: 桶,
1e1500304a38,金鹂液态酥油,1*4*5L,桶,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010125379,,规格: 1*4*5L / 单位: 桶,
64511cf51573,金鹂高级黄油LMY42-02(15KG)(金鹂黄),1*15kg,箱,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010125380,,规格: 1*15kg / 单位: 箱,
022b36b86577,金鹂高级酥皮专用油LMP45-01(1KG*10)（金鹂片）,1*10kg,箱,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,099125085,,规格: 1*10kg / 单位: 箱,
0e5c53ebc0a9,金鹂精品无水酥油LMB42-01(10KG)(金鹂精品),1*10kg,箱,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010125381,,规格: 1*10kg / 单位: 箱,
f8ddcd9807a6,花旗起酥（F标）,1*16kg,箱,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010125086,,规格: 1*16kg / 单位: 箱,
0d961cd412a1,花旗雪白奶油HMF42-01(15KG)(花旗雪白),1*15kg,箱,益海嘉里,益海嘉里,125,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002125206,,规格: 1*15kg / 单位: 箱,
ae6c35cae93e,车轮牌人造黄奶油（车轮黄）,1*15kg,箱,益海嘉里,益海嘉里,125,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002125207,,规格: 1*15kg / 单位: 箱,
794f2e6b8f12,大8纯正食用猪油23KG*1(纸桶)（大8）,1*23KG,桶,益海嘉里,益海嘉里,125,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,099125087,,规格: 1*23KG / 单位: 桶,
3cc5ede00b87,巧克力色香油（马利美膳）,1*20*650ml,瓶,马利美膳,马利美膳,009,巧克力/可可,004,巧克力,chocolate-cocoa,004009249,,规格: 1*20*650ml / 单位: 瓶,
8aacf323c362,马利美膳蛋白起泡稳定剂,1*6*1.5kg,桶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009088,,规格: 1*6*1.5kg / 单位: 桶,
2787f03f933a,复配着色剂（色水）（至尊牌色素橙黄色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009089,,规格: 1*12*250ml / 单位: 瓶,
514384218bac,复配着色剂（色水）（至尊牌色素果绿色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009090,,规格: 1*12*250ml / 单位: 瓶,
8fead4b00830,复配着色剂（色水）（至尊牌色素粉红色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009091,,规格: 1*12*250ml / 单位: 瓶,
4251ab2921ab,复配着色剂（色水）（至尊牌色素红色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009092,,规格: 1*12*250ml / 单位: 瓶,
bc252ef760d1,复配着色剂（色水）（至尊牌色素柠檬黄色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009093,,规格: 1*12*250ml / 单位: 瓶,
78cc2df45d06,复配着色剂（色水）（至尊牌色素黑色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009094,,规格: 1*12*250ml / 单位: 瓶,
19496ece1b59,复配着色剂（色水）（至尊牌色素香芋紫色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009095,,规格: 1*12*250ml / 单位: 瓶,
2873a0b9ba6e,复配着色剂（色水）（至尊牌色素巧克力棕色),1*12*250ml,瓶,马利美膳,马利美膳,009,巧克力/可可,004,巧克力,chocolate-cocoa,004009250,,规格: 1*12*250ml / 单位: 瓶,
ac68148225d3,复配着色剂（色水）（至尊牌色素蓝色),1*12*250ml,瓶,马利美膳,马利美膳,009,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008009096,,规格: 1*12*250ml / 单位: 瓶,
4c04140e724a,摩根船长（黑标）朗姆酒,1*700ml,瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,013131097,,规格: 1*700ml / 单位: 瓶,
25b3adfeb49f,百加得白朗姆酒,1*750ml,瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,013131098,,规格: 1*750ml / 单位: 瓶,
771f21641f38,君度力娇酒（桔皮味）,1*700ml,瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,013131099,,规格: 1*700ml / 单位: 瓶,
d87f9ecf408a,香草果露风味饮料（浓缩型）（博多家园）,1*12*750ml,瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,099131100,,规格: 1*12*750ml / 单位: 瓶,
d62b0dc9c215,甘露咖啡力娇酒1000ml,1*12*1000ml,瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,013131101,,规格: 1*12*1000ml / 单位: 瓶,
194b79d6dc67,张裕金奖白兰地,1*750ml(6瓶/箱),瓶,调味酒饮,调味酒饮,131,酒饮/风味酒,013,酒饮,alcoholic-beverages-liqueurs,013131102,,规格: 1*750ml(6瓶/箱) / 单位: 瓶,
4f61acdb082c,新西兰奶粉,1*25kg,袋,进口,进口,008,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002008103,,规格: 1*25kg / 单位: 袋,
a5dc5d66a3bf,波兰大M全脂纯牛奶,12*1L,箱,进口,进口,008,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002008104,,规格: 12*1L / 单位: 箱,
7e2a3f5a7da5,太古糖粉（蓝标）,1*13.62kg,桶,进口,进口,008,奶油/淡稀奶油,003,奶油,whipping-cream,003008105,,规格: 1*13.62kg / 单位: 桶,
4fbf1e4fc910,大卫吉利丁明胶片,1*20*1kg,盒,进口,进口,008,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,099008106,,规格: 1*20*1kg / 单位: 盒,
fc6272fbd62b,蓝钻杏仁粉（扁桃仁粉）,1*11.34kg,箱,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008107,,规格: 1*11.34kg / 单位: 箱,
fc6272fbd62b,蓝钻杏仁粉（扁桃仁粉）,1*11.34kg,公斤,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008108,,规格: 1*11.34kg / 单位: 公斤,
ad567140a4fa,蓝钻杏仁片（扁桃仁片）,1*11.34kg,箱,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008109,,规格: 1*11.34kg / 单位: 箱,
ad567140a4fa,蓝钻杏仁片（扁桃仁片）,1*11.34kg,公斤,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008110,,规格: 1*11.34kg / 单位: 公斤,
e3f0f6bf6dea,烤花生碎（生16）,1*8*2.5kg,袋,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008111,,规格: 1*8*2.5kg / 单位: 袋,
9d3f75c720e8,煌牌全脂椰蓉（印尼）,1*9.071kg,袋,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008112,,规格: 1*9.071kg / 单位: 袋,
80e48951de4f,优鲜沛鲜红蔓越莓干1/4切片,1*10kg,袋,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008113,,规格: 1*10kg / 单位: 袋,
7f37b74c2e26,优鲜沛原味蔓越莓干907g,1*16*907g,袋,进口,进口,008,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005008114,,规格: 1*16*907g / 单位: 袋,
a847247f685b,银谷速发蛋糕油10kg,1*10kg,桶,添加剂原料,添加剂原料,136,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007136326,,规格: 1*10kg / 单位: 桶,
1af53f20ea5b,烘焙配料粉（澳良阳光）,1*10袋*2.5kg,袋,添加剂原料,添加剂原料,136,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008136115,,规格: 1*10袋*2.5kg / 单位: 袋,
9b06c25b5f19,食用玉米淀粉,1*25kg,袋,添加剂原料,添加剂原料,136,奶油/淡稀奶油,003,奶油,whipping-cream,003136116,,规格: 1*25kg / 单位: 袋,
62300f2fc4c0,可宝食品配料用炼奶酱（3.5%）（熊猫炼乳）,1*4*5kg,桶,添加剂原料,添加剂原料,136,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,008136117,,规格: 1*4*5kg / 单位: 桶,
6f8236d3a01b,星牌提子干（水洗）,1*10kg,箱,添加剂原料,添加剂原料,136,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005136118,,规格: 1*10kg / 单位: 箱,
b24372a29d52,加利Q弹雪莓娘皮（原味）9cm*9cm,1*45盒*240g,箱,添加剂原料,添加剂原料,136,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,099136119,,规格: 1*45盒*240g / 单位: 箱,
c3aeb59b6089,食品碳铵（碳酸氢胺）,1*25*1kg,kg,添加剂原料,添加剂原料,136,糖类/甜味剂,008,糖/甜味,sugars-sweeteners,099136120,,规格: 1*25*1kg / 单位: kg,
168079b8a904,FD冻干草莓粒（5*5*5）,1*10*500g,袋,添加剂原料,添加剂原料,136,酵母,014,酵母,yeast,014136121,,规格: 1*10*500g / 单位: 袋,
51a14fd992e4,顺祥巧克力配件（黒碎）,500g,盒,顺祥插件,顺祥插件,135,巧克力/可可,004,巧克力,chocolate-cocoa,004135251,,规格: 500g / 单位: 盒,
